Order_ID,Order_Date,Shipping_Date,Customer_Segment,Product_Category,Quantity,Sales_USD,Shipping_Cost_USD,Delivery_Time_Days,Estimated_Delivery_Days,Distance_KM,Warehouse_Code,Region,Shipping_Mode,Delivery_Status,Customer_Rating
ORD-2024-1602,2024-01-24,2024-01-25,Consumer,Apparel,1,60.11,41.84,6.0,5,620.9,WH-South,Central,Standard Delivery,Delivered,3.0
ORD-2024-1183,2024-06-14,2024-06-17,Home Office,Industrial Machinery,4,4485.19,123.99,1.0,1,257.8,WH-North,South,Same-Day Courier,Delivered,4.0
ORD-2024-1137,2024-02-24,2024-02-26,Corporate,Electronics,2,595.22,43.81,5.6,5,484.2,WH-East,West,Standard Delivery,Delivered,3.0
ORD-2024-1708,2024-02-10,2024-02-12,Consumer,Industrial Machinery,2,2871.58,169.52,3.4,2,1313.8,WH-South,South,Express Air,Delayed,1.0
ORD-2024-1080,2024-06-23,2024-06-25,Home Office,Industrial Machinery,5,5440.39,57.46,8.8,5,,WH-South,North,Standard Delivery,Delayed,1.0
ORD-2024-1893,2024-03-25,2024-03-29,Consumer,Office Supplies,3,129.38,60.09,8.0,5,783.9,WH-North,South,Standard Delivery,Delivered,4.0
ORD-2024-1536,2024-02-27,2024-02-28,Home Office,Industrial Machinery,15,18780.15,85.15,6.4,5,772.8,WH-Central,South,Standard Delivery,Delivered,3.0
ORD-2024-1480,2024-03-03,2024-03-07,Corporate,Office Supplies,3,102.39,65.05,5.8,7,488.5,WH-West,South,Ground Freight,Delivered,
ORD-2024-1165,2024-03-31,2024-04-02,Home Office,Healthcare Supplies,8,898.78,243.86,2.5,1,1107.6,WH-South,South,Same-Day Courier,Delayed,
ORD-2024-1248,2024-06-07,2024-06-10,Small Business,Office Supplies,1,31.56,,5.2,5,569.2,WH-East,West,Standard Delivery,Delivered,3.0
ORD-2024-1307,2024-05-17,2024-05-19,Consumer,Office Supplies,15,568.33,56.63,3.2,5,202.4,WH-North,North,Standard Delivery,Delivered,3.0
ORD-2024-1778,2024-05-24,2024-05-25,Corporate,Electronics,2,574.09,51.88,8.8,7,520.0,WH-East,South,,Delivered,4.0
ORD-2024-1541,2024-01-10,2024-01-13,Corporate,Apparel,2,142.45,112.25,1.3,2,561.3,WH-North,Central,Express Air,Delivered,5.0
ORD-2024-1334,2024-05-17,2024-05-21,Consumer,Healthcare Supplies,2,228.63,205.66,4.8,1,973.2,WH-North,South,Same-Day Courier,Delayed,2.0
ORD-2024-1097,2024-02-15,2024-02-17,Consumer,Office Supplies,1,34.05,44.21,6.1,5,675.4,WH-East,East,Standard Delivery,Delayed,1.0
ORD-2024-1551,2024-04-18,2024-04-22,Home Office,Apparel,3,226.72,42.69,4.2,5,532.0,WH-Central,East,Standard Delivery,Delivered,4.0
ORD-2024-2241,2024-04-10,2024-04-14,Home Office,Electronics,2,481.37,42.67,5.7,5,537.8,WH-East,West,Standard Delivery,Delivered,4.0
ORD-2024-1907,2024-05-05,2024-05-09,Consumer,Office Supplies,1,34.28,78.12,7.2,7,973.3,WH-East,Central,Ground Freight,Delivered,5.0
ORD-2024-1931,2024-06-06,2024-06-07,Home Office,Electronics,1,229.85,30.98,,5,280.7,WH-North,Central,Standard Delivery,Delivered,4.0
ORD-2024-1774,2024-01-28,2024-01-30,Home Office,Office Supplies,5,172.33,73.79,5.6,5,1028.0,WH-West,West,Standard Delivery,Delivered,4.0
ORD-2024-1636,2024-04-15,2024-04-16,Corporate,Electronics,1,278.68,66.88,1.2,2,227.8,WH-Central,West,Express Air,Delivered,5.0
ORD-2024-2187,2024-03-08,2024-03-10,Consumer,Office Supplies,1,43.31,71.05,7.5,5,1156.7,WH-East,South,Standard Delivery,Delivered,5.0
ORD-2024-1302,2024-04-17,2024-04-21,Corporate,Apparel,1,58.64,35.92,-2.0,7,200.2,WH-West,Central,Ground Freight,Delivered,5.0
ORD-2024-1209,2024-01-20,2024-01-24,Consumer,Industrial Machinery,8,8874.06,62.03,6.5,5,604.9,WH-North,South,Standard Delivery,Delivered,3.0
ORD-2024-1388,2024-05-03,2024-05-05,Home Office,Healthcare Supplies,2,194.16,180.12,4.4,2,1186.4,WH-East,West,Express Air,Delivered,3.0
ORD-2024-1235,2024-01-06,2024-01-08,Corporate,Office Supplies,1,34.62,100.47,8.8,5,1869.5,WH-Central,West,Standard Delivery,Returned,1.0
ORD-2024-1915,2024-05-24,2024-05-27,Consumer,Healthcare Supplies,2,195.9,81.04,8.4,5,1746.2,WH-West,East,Standard Delivery,Delayed,2.0
ORD-2024-2119,2024-05-07,2024-05-11,Consumer,Apparel,1,80.66,168.4,,2,1423.1,WH-West,North,Express Air,Delivered,5.0
ORD-2024-1305,2024-06-25,2024-06-29,Small Business,Electronics,1,213.76,93.67,2.1,2,447.3,WH-North,Central,Express Air,Delivered,3.0
ORD-2024-1868,2024-06-06,2024-06-09,Home Office,Electronics,1,242.41,1397.054773179983,7.7,7,796.4,WH-South,North,Ground Freight,Delivered,
ORD-2024-2034,2024-02-26,2024-02-27,Consumer,Electronics,1,278.3,78.45,1.0,2,385.0,WH-South,North,Express Air,Delivered,
ORD-2024-1249,2024-05-17,2024-05-18,Home Office,Apparel,1,61.79,74.9,8.0,5,1293.2,WH-North,East,Standard Delivery,Delivered,3.0
ORD-2024-1855,2024-03-08,2024-03-12,Consumer,Office Supplies,2,82.94,96.26,8.4,7,1119.2,WH-Central,North,Ground Freight,Delivered,
ORD-2024-1838,2024-05-18,2024-05-19,Corporate,Apparel,1,79.25,83.81,3.6,2,357.5,WH-West,East,Express Air,Delayed,
ORD-2024-1071,2024-06-13,2024-06-16,Consumer,Electronics,1,244.58,125.95,2.5,2,868.9,WH-South,Central,Express Air,Delivered,3.0
ORD-2024-1094,2024-03-05,2024-03-07,Home Office,Apparel,5,403.34,53.95,5.8,5,710.9,WH-North,North,Standard Delivery,Delivered,4.0
ORD-2024-1613,2024-06-13,2023-12-15,Consumer,Office Supplies,1,36.98,36.0,5.4,5,567.0,WH-East,North,Standard Delivery,Delivered,3.0
ORD-2024-1033,2024-04-20,2024-04-21,Small Business,Electronics,8,1830.1,203.87,3.1,2,1049.0,WH-West,North,  express air  ,Delivered,4.0
ORD-2024-1865,2024-03-10,2024-03-14,Corporate,Electronics,2,534.14,69.61,5.8,5,1132.9,WH-South,East,Standard Delivery,Delivered,5.0
ORD-2024-1448,2024-03-21,2024-03-22,Consumer,Healthcare Supplies,1,96.33,158.84,2.8,2,1069.6,WH-South,South,Express Air,Delayed,
ORD-2024-1445,2024-06-09,2024-06-12,Small Business,Electronics,5,1468.52,68.2,4.0,5,861.2,WH-North,North,Standard Delivery,Delivered,5.0
ORD-2024-1930,2024-05-07,2024-05-08,Consumer,Office Supplies,1,34.68,,5.8,5,1868.2,WH-South,East,Standard Delivery,Delivered,3.0
ORD-2024-1654,2024-06-16,2024-06-19,Consumer,Apparel,10,711.91,73.94,6.5,5,781.2,WH-Central,South,Standard Delivery,Delivered,4.0
ORD-2024-1765,2024-03-01,2024-03-02,Corporate,Office Supplies,1,34.6,112.1,1.1,2,698.2,WH-South,North,Express Air,Delivered,5.0
ORD-2024-1077,2024-05-06,2024-05-07,Consumer,Apparel,2,158.19,59.11,4.7,5,857.3,WH-East,East,Standard Delivery,Delivered,4.0
ORD-2024-1084,2024-01-09,2024-01-13,Consumer,Healthcare Supplies,1,110.74,53.67,4.7,5,905.8,WH-East,East,Standard Delivery,Delivered,4.0
ORD-2024-1986,2024-05-05,2024-05-07,Corporate,Apparel,4,256.31,99.94,2.4,2,419.7,WH-East,South,Express Air,Delivered,3.0
ORD-2024-1082,2024-02-21,2024-02-23,Consumer,Electronics,1,265.72,96.42,10.3,7,1171.0,WH-West,East,Ground Freight,Returned,1.0
ORD-2024-1457,2024-03-28,2024-04-01,Corporate,Electronics,10,2898.64,47.75,7.2,5,369.6,WH-East,Central,Standard Delivery,Delivered,
ORD-2024-1720,2024-02-18,2024-02-20,Small Business,Electronics,1,286.04,85.97,7.0,5,1610.2,WH-Central,East,Standard Delivery,Delivered,3.0
ORD-2024-1832,2024-02-15,2024-02-18,Consumer,Office Supplies,1,38.55,137.39,11.6,7,2214.7,WH-West,North,Ground Freight,Delayed,2.0
ORD-2024-1436,2024-05-12,2024-05-15,Consumer,Healthcare Supplies,1,101.79,54.04,6.3,5,986.9,WH-North,West,Standard Delivery,Delivered,5.0
ORD-2024-1704,2024-03-09,2024-03-13,Consumer,Healthcare Supplies,4,518.44,141.82,3.6,1,397.3,WH-Central,West,Same-Day Courier,Delayed,1.0
ORD-2024-2011,2024-06-25,2024-06-29,Small Business,Industrial Machinery,1,1484.47,41.68,8.0,7,382.5,WH-Central,North,Ground Freight,Delivered,5.0
ORD-2024-1404,2024-03-08,2024-03-09,Consumer,Electronics,1,303.54,38.04,3.5,5,558.7,WH-South,East,Standard Delivery,Delivered,4.0
ORD-2024-2111,2024-02-24,2024-02-26,Consumer,Office Supplies,1,38.67,44.83,5.0,5,732.5,WH-West,North,Standard Delivery,Delivered,4.0
ORD-2024-1678,2024-03-06,2024-03-09,Small Business,Industrial Machinery,1,1206.17,143.66,2.1,2,933.3,WH-North,West,Express Air,Delivered,5.0
ORD-2024-2163,2024-03-29,2024-03-31,Corporate,Electronics,3,929.68,50.29,4.9,5,714.6,WH-North,North,Standard Delivery,Delivered,
ORD-2024-1104,2024-06-01,2024-06-04,Small Business,Office Supplies,1,37.15,35.2,5.0,5,427.7,WH-East,North,Standard Delivery,Delivered,4.0
ORD-2024-1783,2024-05-18,2024-05-19,Consumer,Healthcare Supplies,3,308.28,53.17,,5,640.9,WH-South,Central,Standard Delivery,Delivered,5.0
ORD-2024-1676,2024-05-04,2024-05-05,Consumer,Industrial Machinery,1,1036.75,893.6780398416591,3.2,2,1103.1,WH-North,West,Express Air,Delivered,4.0
ORD-2024-1062,2024-06-24,2024-06-25,Home Office,Office Supplies,5,170.43,148.81,2.0,2,770.6,WH-North,North,Express Air,Delivered,4.0
ORD-2024-1281,2024-03-02,2024-03-05,Consumer,Industrial Machinery,5,7236.75,61.89,6.5,5,719.6,WH-South,West,Standard Delivery,Delivered,5.0
ORD-2024-1903,2024-04-14,2024-04-18,Corporate,Apparel,4,226.49,58.18,8.5,5,915.4,WH-West,South,Standard Delivery,Returned,1.0
ORD-2024-1238,2024-04-25,2024-04-28,Corporate,Office Supplies,1,31.19,60.04,6.3,5,892.6,WH-South,Central,Standard Delivery,Delivered,5.0
ORD-2024-1223,2024-03-16,2024-03-19,Consumer,Office Supplies,2,86.77,53.49,,5,801.1,WH-West,East,Standard Delivery,Delayed,1.0
ORD-2024-1145,2024-03-29,2024-03-30,Consumer,Apparel,1,57.73,50.11,5.2,7,521.9,WH-West,South,Ground Freight,Delivered,5.0
ORD-2024-2189,2024-03-03,2024-03-06,Corporate,Electronics,3,757.9,50.8,6.0,5,771.3,WH-West,North,Standard Delivery,Delayed,1.0
ORD-2024-1373,2024-04-12,2024-04-15,Corporate,Healthcare Supplies,1,124.61,95.16,8.8,7,1324.8,WH-Central,South,Ground Freight,Delivered,4.0
ORD-2024-1118,2024-01-30,2024-02-01,Home Office,Electronics,3,689.86,65.9,7.4,7,700.6,WH-East,West,Ground Freight,Delivered,3.0
ORD-2024-1908,2024-05-17,2024-05-21,Consumer,Office Supplies,3,109.47,63.36,5.3,5,1084.1,WH-North,North,Standard Delivery,Delivered,4.0
ORD-2024-1250,2024-04-30,2024-05-02,Consumer,Office Supplies,1,35.76,30.13,4.3,5,293.8,WH-East,South,Standard Delivery,Delivered,5.0
ORD-2024-2228,2024-05-14,2024-05-18,Small Business,Electronics,1,282.83,75.01,6.5,7,828.5,WH-North,North,Ground Freight,Delivered,4.0
ORD-2024-1009,2024-05-26,2024-05-28,Corporate,Industrial Machinery,1,1025.29,70.43,4.8,5,1140.6,WH-West,Central,Standard Delivery,Delivered,4.0
ORD-2024-1449,2024-05-28,2024-05-31,Consumer,Office Supplies,2,64.93,59.69,5.6,5,963.2,WH-East,Central,Standard Delivery,Delivered,3.0
ORD-2024-1990,2024-04-21,2024-04-25,Home Office,Apparel,25,1810.2,88.91,7.1,5,218.1,WH-West,North,Standard Delivery,Delivered,3.0
ORD-2024-1593,2024-01-30,2024-02-02,Consumer,Industrial Machinery,2,2168.87,151.0,2.2,1,579.3,WH-West,West,Same-Day Courier,Delivered,3.0
ORD-2024-1389,2024-01-19,2024-01-23,Home Office,Healthcare Supplies,3,282.01,,4.5,7,1058.8,WH-East,West,,Delivered,4.0
ORD-2024-1999,2024-02-16,2024-02-17,Consumer,Electronics,2,427.19,69.97,6.2,5,1095.9,WH-West,West,Standard Delivery,Delivered,
ORD-2024-2022,2024-04-03,2024-04-04,Small Business,Office Supplies,1,35.72,95.96,7.9,7,1066.6,WH-North,South,Ground Freight,Delayed,2.0
ORD-2024-1557,2024-02-26,2024-02-29,Consumer,Electronics,4,1037.43,82.31,2.5,2,302.7,WH-East,North,Express Air,Delivered,3.0
ORD-2024-1460,2024-04-06,2024-04-07,Consumer,Electronics,1,289.98,60.72,6.7,7,543.0,WH-North,North,Ground Freight,Delivered,5.0
ORD-2024-2173,2024-03-12,2024-03-14,Consumer,Office Supplies,2,74.74,84.24,9.4,7,858.3,WH-Central,North,Ground Freight,Delayed,1.0
ORD-2024-1144,2024-02-05,2024-02-07,Consumer,Office Supplies,2,79.84,67.61,6.4,5,1149.1,WH-West,North,Standard Delivery,Delayed,1.0
ORD-2024-1501,2024-04-28,2024-04-30,Corporate,Electronics,1,265.31,46.79,4.0,5,643.6,WH-North,West,Standard Delivery,Delivered,4.0
ORD-2024-2176,2024-01-27,2024-01-30,Home Office,Electronics,1,294.2,81.25,3.7,2,397.1,WH-East,North,Express Air,Delayed,1.0
ORD-2024-1539,2024-01-31,2024-02-03,Consumer,Office Supplies,3,99.52,54.49,5.6,5,689.1,WH-West,East,,Delivered,4.0
ORD-2024-1177,2024-02-12,2024-02-16,Consumer,Healthcare Supplies,1,117.61,39.95,6.7,5,560.7,WH-East,North,Standard Delivery,Delivered,3.0
ORD-2024-2230,2024-04-14,2024-04-16,Home Office,Electronics,3,837.98,194.02,3.6,2,1187.5,WH-Central,North,Express Air,Delayed,3.0
ORD-2024-1785,2024-02-11,2024-02-15,Small Business,Office Supplies,8,341.2,335.09,1.0,1,1646.6,WH-East,North,Same-Day Courier,Delivered,5.0
ORD-2024-1661,2024-02-12,2024-02-14,Small Business,Apparel,1,61.72,25.38,5.3,5,219.5,WH-North,North,Standard Delivery,Delivered,5.0
ORD-2024-2139,2024-03-29,2024-03-30,Corporate,Industrial Machinery,5,7086.43,54.2,6.8,7,294.2,WH-West,North,Ground Freight,Delivered,3.0
ORD-2024-1007,2024-03-14,2024-03-17,Home Office,Office Supplies,1,36.44,73.0,7.7,7,1008.5,WH-South,South,Ground Freight,Delivered,5.0
ORD-2024-1624,2024-06-23,2024-06-24,Corporate,Apparel,1,55.67,70.14,6.8,5,1149.1,WH-East,West,Standard Delivery,Delivered,3.0
ORD-2024-1953,2024-06-20,2024-06-24,Small Business,Electronics,2,530.5,124.99,3.2,2,754.8,WH-East,South,Express Air,Delivered,4.0
ORD-2024-1357,2024-02-04,2024-02-06,Corporate,Apparel,2,139.68,182.7,1.1,1,1038.7,WH-North,North,Same-Day Courier,Delivered,4.0
ORD-2024-1329,2024-06-19,2024-06-20,Consumer,Office Supplies,5,167.74,226.36,,2,1574.7,WH-North,North,Express Air,Delivered,4.0
ORD-2024-1793,2024-01-08,2024-01-10,Corporate,Electronics,2,587.8,105.68,2.4,1,288.3,WH-South,East,Same-Day Courier,Delivered,4.0
ORD-2024-1938,2024-05-21,2024-05-22,Consumer,Apparel,3,180.75,69.1,5.4,5,1289.4,WH-East,Central,  standard delivery  ,Delivered,4.0
ORD-2024-1258,2024-02-27,2024-03-02,Corporate,Industrial Machinery,8,9664.11,64.59,4.6,5,946.0,WH-West,West,Standard Delivery,Delivered,4.0
ORD-2024-1984,2024-03-06,2024-03-07,Corporate,Industrial Machinery,1,1074.69,38.64,4.8,5,571.7,WH-South,East,Standard Delivery,Delivered,4.0
ORD-2024-2134,2024-01-25,2024-01-26,Corporate,Office Supplies,1,30.34,26.58,5.2,5,190.0,WH-North,North,Standard Delivery,Delivered,4.0
ORD-2024-1873,2024-06-02,2024-06-05,Consumer,Office Supplies,1,35.02,60.75,9.2,7,675.9,WH-West,West,Ground Freight,Delivered,3.0
ORD-2024-1671,2024-06-13,2024-06-16,Home Office,Electronics,4,1174.56,53.74,5.4,5,652.1,WH-Central,South,Standard Delivery,Delivered,4.0
ORD-2024-1937,2024-05-24,2024-05-25,Small Business,Apparel,1,65.67,41.1,5.2,5,482.6,WH-North,East,Standard Delivery,Delivered,5.0
ORD-2024-1525,2024-01-12,2024-01-13,Corporate,Office Supplies,1,41.4,37.05,,5,441.6,WH-East,South,Standard Delivery,Delivered,4.0
ORD-2024-2040,2024-03-12,2024-03-13,Corporate,Industrial Machinery,2,2311.32,86.76,1.7,2,428.3,WH-North,North,Express Air,Delivered,4.0
ORD-2024-1736,2024-03-25,2024-03-28,Consumer,Apparel,1,74.02,108.59,2.2,2,671.5,WH-North,North,Express Air,Delivered,5.0
ORD-2024-1847,2024-03-14,2024-03-15,Small Business,Industrial Machinery,2,2760.01,1018.2072091846492,4.4,2,1235.4,WH-North,North,Express Air,Delivered,
ORD-2024-2212,2024-04-04,2024-04-08,Consumer,Industrial Machinery,5,5319.0,50.51,4.3,5,533.5,WH-South,West,Standard Delivery,Delivered,4.0
ORD-2024-1440,2024-05-28,2024-06-01,Consumer,Electronics,1,278.47,57.16,6.3,5,1041.6,WH-West,South,Standard Delivery,Delivered,5.0
ORD-2024-1531,2024-01-31,2024-02-03,Small Business,Healthcare Supplies,2,191.32,51.91,5.1,5,797.0,WH-West,South,Standard Delivery,Delivered,3.0
ORD-2024-1226,2024-03-13,2024-03-14,Small Business,Apparel,3,186.76,218.12,2.2,2,1491.2,WH-South,North,Express Air,Delivered,4.0
ORD-2024-1228,2024-06-18,2024-06-21,Home Office,Apparel,8,581.41,96.87,4.7,5,1695.1,WH-North,North,Standard Delivery,Delivered,5.0
ORD-2024-2106,2024-05-25,2024-05-28,Consumer,Healthcare Supplies,2,273.29,40.56,5.0,5,634.3,WH-North,West,Standard Delivery,Delivered,4.0
ORD-2024-1212,2024-01-19,2024-01-20,Corporate,Electronics,5,1196.26,37.72,4.7,5,296.6,WH-North,South,Standard Delivery,Delivered,4.0
ORD-2024-1079,2024-06-09,2024-06-13,Consumer,Office Supplies,2,67.2,37.73,4.7,5,431.0,WH-North,East,Standard Delivery,Delivered,5.0
ORD-2024-1148,2024-05-24,2024-05-27,Consumer,Industrial Machinery,2,2816.12,187.23,3.6,2,1519.0,WH-East,South,Express Air,Delayed,2.0
ORD-2024-2073,2024-05-12,2024-05-13,Consumer,Office Supplies,3,102.82,31.03,4.4,5,261.1,WH-South,Central,Standard Delivery,Delivered,4.0
ORD-2024-1796,2024-06-26,2024-06-28,Small Business,Electronics,3,682.74,29.07,4.7,5,262.4,WH-North,East,Standard Delivery,Delivered,4.0
ORD-2024-1823,2024-03-12,2024-03-13,Consumer,Apparel,2,157.67,192.93,4.6,2,1363.2,WH-West,East,Express Air,Delivered,5.0
ORD-2024-1133,2024-04-12,2024-04-14,Consumer,Electronics,3,800.67,52.79,4.4,5,635.7,WH-North,North,Standard Delivery,Delivered,5.0
ORD-2024-1881,2024-06-17,2024-06-19,Corporate,Electronics,1,302.23,135.56,2.3,2,837.5,WH-South,South,Express Air,Delivered,4.0
ORD-2024-1408,2024-06-13,2024-06-15,Small Business,Office Supplies,10,321.64,62.39,6.7,5,618.8,WH-Central,South,Standard Delivery,Delivered,4.0
ORD-2024-1788,2024-05-02,2024-05-05,Corporate,Electronics,4,1123.1,220.49,2.6,1,1120.8,WH-North,Central,Same-Day Courier,Delivered,4.0
ORD-2024-1507,2024-05-13,2024-05-14,Home Office,Office Supplies,1,32.79,46.34,6.7,5,662.4,WH-East,North,Standard Delivery,Delivered,3.0
ORD-2024-1996,2024-05-31,2024-06-04,Small Business,Electronics,2,523.76,73.96,1.9,2,315.5,WH-North,Central,Express Air,Delivered,4.0
ORD-2024-1504,2024-02-06,2024-02-09,Corporate,Healthcare Supplies,4,549.77,61.89,4.9,5,817.1,WH-North,East,Standard Delivery,Delivered,5.0
ORD-2024-1756,2024-05-17,2024-05-21,Corporate,Office Supplies,1,40.05,103.31,3.9,2,583.2,WH-West,West,Express Air,Delivered,4.0
ORD-2024-1347,2024-05-14,2024-05-15,Consumer,Electronics,3,668.85,47.29,6.5,5,764.0,WH-North,South,Standard Delivery,Delivered,5.0
ORD-2024-1386,2024-05-28,2024-05-31,Consumer,Office Supplies,3,121.34,38.76,7.3,5,461.8,WH-West,East,,Delivered,4.0
ORD-2024-1000,2024-05-26,2024-05-29,Consumer,Apparel,3,170.82,36.71,6.0,5,349.6,WH-Central,West,Standard Delivery,Delivered,4.0
ORD-2024-1360,2024-03-23,2024-03-27,Consumer,Apparel,3,242.32,147.63,1.6,2,771.3,WH-East,Central,Express Air,Delivered,5.0
ORD-2024-2205,2024-06-03,2024-06-07,Home Office,Electronics,1,276.0,91.31,1.0,1,268.6,WH-West,Central,Same-Day Courier,Delivered,5.0
ORD-2024-1475,2024-05-07,2024-05-09,Small Business,Electronics,5,1437.96,41.38,5.1,5,397.8,WH-West,North,Standard Delivery,Delivered,3.0
ORD-2024-1875,2024-01-22,2024-01-26,Consumer,Industrial Machinery,80,97704.57,218.42,3.9,5,104.6,WH-West,West,  standard delivery  ,Delivered,3.0
ORD-2024-1869,2024-06-01,2024-06-02,Small Business,Apparel,1,64.59,151.9,3.2,2,937.7,WH-Central,West,Express Air,Delayed,3.0
ORD-2024-1849,2024-06-02,2024-06-03,Corporate,Office Supplies,4,139.83,196.03,6.5,2,1122.1,WH-South,North,Express Air,Delayed,2.0
ORD-2024-1695,2024-02-04,2024-02-07,Corporate,Office Supplies,1,30.19,42.87,4.3,5,665.9,WH-Central,East,Standard Delivery,Delivered,5.0
ORD-2024-1172,2024-04-16,2024-04-19,Corporate,Electronics,1,227.41,77.81,7.5,5,1462.6,WH-West,West,Standard Delivery,Delayed,
ORD-2024-1450,2024-02-15,2024-02-17,Home Office,Healthcare Supplies,1,122.37,27.52,5.5,5,252.2,WH-West,West,Standard Delivery,Delivered,4.0
ORD-2024-1125,2024-03-27,2024-03-30,Consumer,Apparel,5,284.11,161.03,3.7,2,771.6,WH-South,Central,Express Air,Delivered,4.0
ORD-2024-1716,2024-06-10,2024-06-13,Home Office,Electronics,8,1765.36,70.56,6.0,5,810.4,WH-North,North,Standard Delivery,Delivered,4.0
ORD-2024-1530,2024-02-21,2024-02-24,Home Office,Electronics,4,1244.39,,3.6,2,1133.1,WH-North,North,Express Air,Delivered,4.0
ORD-2024-1090,2024-01-06,2024-01-09,Consumer,Electronics,2,445.09,36.37,6.8,5,464.5,WH-East,West,Standard Delivery,Delivered,5.0
ORD-2024-2233,2024-02-08,2024-02-10,Consumer,Electronics,3,761.09,72.59,7.2,5,1306.5,WH-West,East,Standard Delivery,Delivered,4.0
ORD-2024-1181,2024-02-16,2024-02-18,Consumer,Office Supplies,5,192.54,58.81,7.2,7,416.8,WH-North,West,Ground Freight,Delivered,3.0
ORD-2024-1737,2024-01-28,2024-01-29,Home Office,Office Supplies,8,328.79,106.92,6.8,5,1679.0,WH-South,Central,Standard Delivery,Delivered,3.0
ORD-2024-1414,2024-04-24,2024-04-26,Corporate,Healthcare Supplies,4,494.42,30.83,4.5,5,250.2,WH-East,North,Standard Delivery,Delivered,
ORD-2024-1251,2024-03-16,2024-03-18,Consumer,Office Supplies,0,36.57,122.01,2.9,1,605.2,WH-West,West,Same-Day Courier,Delivered,3.0
ORD-2024-1069,2024-05-15,2024-05-18,Small Business,Electronics,1,287.68,64.34,7.4,5,1356.7,WH-East,Central,Standard Delivery,Delivered,3.0
ORD-2024-1131,2024-02-27,2024-03-01,Consumer,Office Supplies,3,103.47,157.4,3.7,2,1008.2,WH-West,West,Express Air,Delivered,4.0
ORD-2024-1300,2024-05-25,2024-05-26,Consumer,Healthcare Supplies,1,107.38,62.39,8.0,7,779.7,WH-Central,West,Ground Freight,Delivered,4.0
ORD-2024-1845,2024-02-26,2024-03-01,Consumer,Apparel,5,308.56,75.61,6.0,5,1051.7,WH-East,West,Standard Delivery,Delivered,5.0
ORD-2024-1326,2024-05-25,2024-05-26,Corporate,Electronics,2,492.1,38.04,7.0,5,549.7,WH-South,West,Standard Delivery,Delayed,1.0
ORD-2024-2246,2024-04-15,2024-04-19,Consumer,Industrial Machinery,1,1473.28,37.13,4.2,5,424.5,WH-North,West,Standard Delivery,Delivered,4.0
ORD-2024-1890,2024-06-11,2024-06-15,Corporate,Apparel,5,314.3,102.71,3.1,2,263.5,WH-Central,South,Express Air,Delivered,5.0
ORD-2024-1499,2024-04-09,2024-04-12,Small Business,Electronics,1,235.54,150.52,3.9,2,1032.4,WH-Central,Central,Express Air,Delayed,1.0
ORD-2024-2008,2024-01-16,2024-01-17,Consumer,Office Supplies,1,40.76,118.96,2.7,2,853.6,WH-East,West,Express Air,Delayed,1.0
ORD-2024-1364,2024-04-06,2024-04-10,Small Business,Office Supplies,4,162.5,97.63,2.4,2,319.4,WH-East,South,Express Air,Delivered,4.0
ORD-2024-1495,2024-04-30,2024-05-03,Consumer,Office Supplies,4,139.17,92.34,7.9,5,1796.7,WH-Central,Central,Standard Delivery,Delivered,3.0
ORD-2024-2186,2024-03-05,2024-03-07,Corporate,Office Supplies,1,34.55,99.17,10.5,7,1408.8,WH-Central,Central,Ground Freight,Delayed,2.0
ORD-2024-1338,2024-05-08,2024-05-09,Corporate,Office Supplies,1,34.42,149.42,1.0,1,790.4,WH-West,West,Same-Day Courier,Delivered,4.0
ORD-2024-1421,2024-04-10,2024-04-14,Home Office,Apparel,1,80.45,38.73,5.6,5,561.7,WH-Central,West,Standard Delivery,Delayed,1.0
ORD-2024-1164,2024-01-14,2024-01-16,Consumer,Office Supplies,2,85.56,64.91,6.3,5,996.6,WH-Central,East,Standard Delivery,Delivered,4.0
ORD-2024-1028,2024-04-20,2024-04-24,Corporate,Electronics,1,259.09,78.61,3.4,2,269.4,WH-East,North,Express Air,Delivered,4.0
ORD-2024-1516,2024-02-20,2024-02-23,Consumer,Apparel,1,58.17,93.88,9.1,7,1319.0,WH-East,West,Ground Freight,Delayed,1.0
ORD-2024-1193,2024-02-21,2024-02-22,Corporate,Office Supplies,2,83.27,213.95,1.0,1,969.0,WH-South,East,Same-Day Courier,Delivered,4.0
ORD-2024-1270,2024-03-15,2024-03-17,Home Office,Electronics,4,996.02,67.53,6.7,5,4726.684302721794,WH-South,North,Standard Delivery,Delayed,1.0
ORD-2024-2052,2024-01-16,2024-01-19,Small Business,Office Supplies,2,76.74,99.34,3.1,2,499.8,WH-Central,East,Express Air,Delivered,
ORD-2024-1169,2024-04-18,2024-04-21,Corporate,Healthcare Supplies,1,107.71,67.15,8.0,7,634.1,WH-West,South,Ground Freight,Delivered,3.0
ORD-2024-1798,2024-05-24,2024-05-27,Corporate,Office Supplies,3,128.56,213.84,3.0,1,1093.4,WH-East,South,Same-Day Courier,Delivered,3.0
ORD-2024-1652,2024-04-09,2024-04-10,Corporate,Apparel,2,125.55,45.45,5.7,5,517.7,WH-North,West,Standard Delivery,Delayed,2.0
ORD-2024-1173,2024-02-23,2024-02-26,Consumer,Electronics,1,308.28,33.68,4.5,5,441.3,WH-South,North,Standard Delivery,Delivered,4.0
ORD-2024-1518,2024-04-11,2024-04-12,Small Business,Office Supplies,1,40.68,47.15,6.2,5,879.6,WH-West,North,Standard Delivery,Delivered,5.0
